nota_admision,nota_primer_parcial,asistencia,materias_reprobadas,distancia_km,beca,dependientes,horas_trabajo_semana,deserto
91.8335317312332,67.74439907452903,83.8114751797923,3,7.859062895756823,parcial,0,35.34274705315513,Si
58.17778724649263,89.85712477790223,90.01162070068452,2,18.01030069482509,total,0,8.795931249350202,No
82.04228512560324,87.32944165017213,63.232202990281515,1,10.132013944894116,ninguna,1,17.51876123368887,No
100.0,75.16814098836684,88.94111930370858,0,16.717785714012432,ninguna,4,39.3314730716382,No
63.11356409843174,66.9070476500102,88.09138187334798,3,6.325490548922621,parcial,1,24.20194974364144,No
68.20442724476673,86.41398267912392,85.62150906085726,1,2.313442374460403,ninguna,4,33.364257419222255,No
76.1958163810517,81.70356784884848,83.50686578128325,2,5.73928452964927,ninguna,1,51.78713175278362,Si
68.95829215060562,61.73339396870726,59.338806140675864,2,6.62041791091669,ninguna,2,17.95821292725506,Si
56.392038827206406,52.08301989780854,80.60146736899594,1,8.360936690042273,ninguna,0,33.843452968761724,Si
75.82275569767233,67.67200648977305,100.0,0,19.504411311802166,parcial,1,19.82635950832029,No
62.252355435286745,94.73120723022313,85.12901295568305,2,12.460143519552194,ninguna,0,22.192086732860385,No
80.68310916762218,89.19730738099557,81.92710161325282,1,8.197436408343581,parcial,3,13.615114545619537,No
63.96690918919436,55.31508795494129,85.16906195590113,0,5.514176604201126,ninguna,2,22.01686426344758,No
93.59921286021047,54.48363876150118,88.54772868628008,2,2.9313882090255254,total,1,4.075855934354962,No
65.60096049196515,91.12025774519229,91.58820244689464,3,6.457880237029212,parcial,3,37.509016562903696,No
71.1352618055319,54.965461428632565,82.71119836842058,2,30.899256286367955,ninguna,1,59.12589835680282,Si
84.76220660843603,79.63942985463012,89.24919602393683,1,2.1267645665740935,ninguna,0,23.6229514011107,No
60.22962820279254,62.75893176995514,100.0,0,6.894420377152781,ninguna,2,12.846651413846931,No
77.72951921524955,96.25567386782524,95.06250799432715,1,7.540695720068778,ninguna,1,46.9861941949553,No
90.68571305138914,60.44362801293182,100.0,2,5.712621596137096,ninguna,1,15.36818607682899,No
55.71020118526527,89.15042295308743,78.43229641648284,1,7.64098742462483,parcial,1,13.556744211508452,No
77.21560630238766,74.77287981090547,100.0,3,4.344823683384469,total,0,23.792644266222055,No
78.11859353098109,75.7829228135143,77.09326360077405,0,21.54710586433119,ninguna,4,14.097732878733611,No
84.38187446132773,42.44537127972899,88.53566146740464,1,3.029746200240525,,0,38.74655919455867,Si
60.15659146946302,38.95629970191422,92.32476529238099,1,4.0221808878660275,total,1,0.0,No
59.154520642988686,68.69151089599029,79.89222808095528,3,4.460949139451607,parcial,2,24.143249330814918,Si
81.26329878740277,75.70359095124918,85.87964277474276,0,3.0364007658224446,ninguna,1,43.24814866684224,No
78.56381607879823,55.12203258393415,94.1046110245184,1,5.938997813241177,ninguna,0,0.0,No
78.00591420415051,55.66959884285487,77.89729101688093,2,18.000961848112727,ninguna,1,44.414393345998974,Si
79.1573785139637,80.422089447392,100.0,2,2.190590062625264,ninguna,2,24.32683952510136,No
66.83970334105811,80.44281720685696,71.1540337527265,2,11.391600124454872,total,3,48.56817383927306,Si
77.78704436593205,69.9338840941811,100.0,2,8.228854091839237,parcial,3,45.31424288573999,Si
78.51686967958418,83.70302581779113,95.01326134799592,0,14.05007911666611,total,0,0.0,No
66.42778298368358,54.3869655641978,84.10274423672222,2,7.499639670960051,parcial,1,52.1694968989449,Si
97.38929413373708,66.66097624369544,80.97331788763269,1,16.609676433921447,ninguna,1,4.187655037456079,No
80.68599505094144,96.7181640867551,79.92971737208977,5,7.331668197489187,ninguna,0,26.749672054445977,No
60.70435803356821,73.02483194909726,83.64204359742985,1,1.6427504566858786,total,1,0.0,No
82.87864330360595,73.89468771880499,84.51504138451173,1,8.845048596672575,ninguna,0,30.937120102514356,No
63.30381995727214,100.0,97.55226246634581,2,14.307295801343765,ninguna,1,27.562171544574884,No
84.44501524490943,51.00986751226844,100.0,2,1.3833759089089188,ninguna,2,45.36547484473961,Si
88.90314694808885,83.94645549963165,86.99379920654007,3,11.968388953845386,ninguna,0,30.016302512220243,No
65.15181217977947,96.9597941971215,76.54371512010596,2,6.381711076349008,ninguna,0,1.8189144373692478,No
86.56051355093186,67.12713110252182,79.54273959363806,1,6.62708699924965,ninguna,2,31.673284010562263,Si
79.95337112323799,84.89446180282269,83.16909215388715,2,5.8263898776236145,ninguna,1,12.312964430467087,No
84.86472191993388,57.269707541836425,74.69877894703225,1,9.095358411618081,ninguna,3,51.1708785041197,Si
97.76151579184737,61.699014066489724,73.21058597892622,2,15.933757479435592,ninguna,1,27.072484111215697,Si
72.05534260796556,77.77449624071451,100.0,0,4.574532702827599,ninguna,1,15.309881721906802,No
65.95516602771012,83.97850009665885,88.02613525946254,2,12.723484152923882,ninguna,0,36.86811183299909,No
64.32582684449372,88.81404768609369,76.66866866319653,2,3.3648457422105045,parcial,0,21.396571133151603,No
65.21027658041474,95.54442880409239,93.16603570357712,0,12.338220539433584,total,0,47.53700079702844,No
74.07477948703075,70.98830162167226,73.21653875193155,1,12.655203734018777,parcial,1,3.005712545528695,No
79.09382369779972,89.90417632758883,74.03987952128946,4,14.597435542145174,parcial,1,11.836818371125691,No
78.32028959196023,66.86542734826277,76.96957598935755,2,9.456192853057157,parcial,0,35.113826207117235,Si
84.92619898843229,85.53136967382402,100.0,1,14.458231986655921,total,2,14.18179204093515,No
75.15602270253488,75.11233196778272,82.47119934221627,2,2.839140652743752,total,0,34.010856417752606,No
92.4424089258878,78.68516860622886,60.58293013097513,1,18.74916210685567,parcial,0,29.735137166698774,Si
71.82411800114453,78.35261811033057,97.10065933175593,3,8.530930811438717,parcial,1,7.920109590028757,No
100.0,47.92942485303281,81.93618635837643,4,22.141123960474612,ninguna,1,25.313204383086084,Si
82.50800817318007,55.1381721170884,66.50591994121595,4,7.203422668452665,ninguna,0,18.06449471256245,Si
64.7141093230046,73.53812159726283,81.8331651203659,1,6.383198324461707,ninguna,3,10.958361665859755,No
62.14929002326665,46.690813805382476,90.21003896604903,2,4.1827710773057145,parcial,3,30.21543016263304,Si
80.78966898291823,84.46816654799633,89.0404916653297,6,9.23567073409112,ninguna,2,8.489145871731244,No
72.31844657608978,85.07333949432213,100.0,5,10.808730703184278,parcial,0,21.563065885138293,No
83.5680059291051,76.90755829316686,76.47232137430069,3,3.5685183074279148,ninguna,1,49.13698273415258,Si
80.67885149488254,55.18298980863116,85.46720120264972,3,4.166786309885994,ninguna,0,23.399129893045203,Si
74.12605304811753,92.70208408302773,78.00430721421579,1,2.7763066980540567,ninguna,0,11.664936878221036,No
64.83847538317914,100.0,69.57807105812778,1,7.852743868502621,parcial,0,0.0,No
56.82183330376962,74.20615241168962,93.85527372305955,0,20.95794786844454,ninguna,1,0.0,No
69.64182057519575,79.65803067676855,89.6326956914752,0,6.18106706053073,ninguna,1,4.233890806288947,No
85.27678553188167,75.02607982194066,87.83678449698853,4,3.810903208107371,parcial,0,16.0987871864808,No
77.56912492956245,79.95553783498198,89.26790193258644,1,4.199935672626493,total,1,0.0,No
60.051134655456146,70.20661865060406,78.1452714731158,1,4.253673122675368,parcial,2,17.528487376649775,No
77.07817111021419,71.48153640234295,74.94304912681807,1,15.992626605251967,ninguna,0,0.0,No
79.62380855674604,85.58576400746048,85.3764737216936,0,15.76153921746717,parcial,2,18.264210080932973,No
64.3937107655864,100.0,96.61211402411614,0,6.358134252082429,parcial,2,19.047279470194663,No
76.84470127134634,50.99893148397392,100.0,2,17.739915178323947,ninguna,0,25.644715107081318,Si
75.698504621352,70.44281273395549,92.95432706807433,1,7.718823678772921,ninguna,0,20.061375659191118,No
61.284356426032524,54.29309272151877,85.29174426768095,4,5.875040279491799,total,1,8.955306313201929,Si
79.2934483241794,95.88037347864125,87.69783929399937,0,10.642318237162192,total,1,5.406093669993524,No
81.72941431641881,63.18393046020152,85.11593859325372,0,23.273208039687706,ninguna,1,0.0,No
87.99661491810332,50.351988093213095,74.74056660300572,2,3.247235882908046,parcial,2,39.915568981541206,Si
87.64562462441884,81.5728049827286,85.24647378210543,0,12.568368432986656,ninguna,1,35.205880074404426,No
58.46796758451491,98.16466672114666,71.65173182411507,1,15.620667646481527,parcial,0,13.862908450694398,No
63.74609952101853,81.95396802841144,83.7592277389696,3,19.03310989265521,ninguna,0,20.381015223163686,No
81.18042320650392,75.07196815922876,100.0,1,15.16831922870136,ninguna,2,18.920610523267317,No
81.16543141094651,78.1371138416399,93.22859222783352,2,2.30079486400701,ninguna,2,38.872866029312746,No
81.18057223567257,93.22260994238331,75.76880815763471,1,12.081133474436268,parcial,1,14.107680577649575,No
100.0,58.88701094978775,84.27570930357717,1,7.823525897389083,ninguna,0,0.0,No
81.850686128318,70.3222934387053,76.65623688245262,1,39.08369032260626,ninguna,0,27.95254634716992,Si
88.62678768216719,65.209647772357,84.3748623182279,1,28.03833909498271,parcial,1,0.0,No
86.44802116191843,54.48202039062434,95.41107816524563,0,8.394129856771386,parcial,1,36.04330701592986,Si
82.81669501566958,67.07437110874797,91.53007938309904,3,7.1676662616125375,total,2,4.965094663706363,No
71.21676906431586,88.61581643973673,100.0,2,19.530704205302083,ninguna,1,25.349898469931,No
84.10763064591922,80.49903222589089,96.92477402507572,0,2.5378740868996097,parcial,0,16.116008601829048,No
65.72609742554914,81.66465750162301,87.04000381077691,1,6.87418396105403,total,1,16.681503467000823,No
72.1581767191199,74.19713417479977,91.77149974133293,5,13.585336325383947,,3,28.98809111725616,Si
69.17563742605076,79.84985674092883,82.97556825816665,1,3.5673739074471666,ninguna,0,21.984125637854465,No
75.98248967263586,59.99114486477842,73.72495752913504,2,1.5205766096580697,ninguna,1,13.817653997927618,No
100.0,67.35735171109157,98.05776578287521,0,12.320325221387915,total,1,15.252854570070216,No
52.592817688899025,74.88006355453015,95.08991476931648,1,9.900679221743868,ninguna,1,0.14072612658200967,No
83.23512228449417,76.16273788322836,82.58945785406036,2,18.66344861638986,parcial,0,22.197216732121984,No
55.64740954572418,76.8028178238281,87.73935736931338,1,3.253643482451789,total,1,25.024467714035072,No
69.3368176105268,69.92497076975434,97.40939187384807,3,6.0558556582729945,parcial,1,66.97502844985999,Si
88.0674071636084,66.33864898304506,93.4635142620602,2,3.336521945310184,parcial,0,22.391736246432593,No
75.77136022914556,100.0,70.368987487503,0,12.445399990754655,ninguna,0,18.191265871770913,No
62.06706266484832,85.60180909398598,87.43620021489824,1,0.9921957566960299,ninguna,1,3.806029118474598,No
66.41635548888038,78.19721213928933,83.32368474511637,0,10.120164491246706,parcial,5,14.457622332172624,No
83.1551729872161,68.5018725269041,96.13000699138681,1,23.177996697450297,parcial,1,20.39893124475761,No
66.23560041939436,65.23171759584186,95.3104273878266,3,25.975510455979894,,2,5.312106288374951,No
77.59750307498369,70.03799109409566,98.18607828178045,2,13.074966871870018,ninguna,2,30.203827239924323,No
75.54686207884576,76.39243265380026,73.82105661279792,2,9.88354732943871,,1,16.62357251058667,No
67.1807958287302,43.79346683905378,77.15888465943762,0,21.57153323566061,parcial,1,29.73465829053937,Si
100.0,48.459156069379745,96.14082436135439,1,7.410288920516609,ninguna,1,7.004579727163128,No
82.60702826781613,62.44676416591564,79.08354184657554,3,10.03298662389363,ninguna,0,23.759538692809958,Si
50.69828896010871,75.10709155167852,69.78567019085693,2,11.119619065206635,ninguna,1,16.82200383686723,No
77.23745177723313,68.41090279272223,90.32596487614066,1,7.65926205058547,parcial,2,39.23207233336713,No
67.05856242277935,94.17181839149227,79.52781559734026,2,5.256851864586918,ninguna,2,20.607129894814246,No
85.22920001755469,49.76404819506347,100.0,3,12.439701842834015,ninguna,1,1.0592006758057053,No
65.48975113880759,60.72981795594944,87.96184553988464,0,10.048392271776354,ninguna,1,16.35540913341692,No
73.62316270239721,94.80137611486651,86.60259286641666,0,13.102074098060639,total,0,0.0,No
81.05984734776548,73.9667898701272,81.30756108384243,1,5.583851988467922,ninguna,1,24.494087683764292,No
85.38906233004145,85.27263874201738,100.0,2,8.711577440575981,ninguna,0,40.81072745879162,No
60.596443115330686,100.0,88.58554459889821,3,9.901326453784186,ninguna,2,23.56471118441703,No
70.98598516990862,61.59293373147266,80.91500481843794,0,14.036611182024632,ninguna,1,24.094490955801334,No
69.30065626606853,70.51028493311952,77.05916293394553,2,5.0487751180971765,parcial,1,25.779677794872455,No
67.16004920911546,67.91359648603692,84.26526945435782,3,10.952817658901484,ninguna,1,6.706709813229391,No
96.18545088337316,42.68110493275087,75.22353162845195,4,12.27925759218843,total,0,8.64244599371136,Si
79.85978053153147,67.34404794366047,95.28877441678944,4,2.5131069920975575,parcial,3,27.87269352315878,Si
59.86939254797946,85.21593281070999,66.91657945975766,2,7.513759042730618,parcial,2,16.566092828113792,No
86.01434336465731,80.10884312718362,83.6048597166693,4,11.31678923750301,ninguna,2,51.617988451466275,Si
100.0,81.28624754082016,91.10133545087935,3,3.8940038429506494,ninguna,0,41.67007481097369,No
87.38958312661376,66.3673652904075,88.42119420109657,3,19.424769365739547,,2,8.67916060605901,No
56.76756040855184,62.15854145991538,77.82717026984331,0,10.317587454562766,,1,9.160433445926039,No
69.18919112560498,91.03883507847931,91.60258706706549,4,10.981364495932633,ninguna,0,0.0,No
90.20293379023947,64.54024280463496,76.13960611614092,6,22.086666914126532,ninguna,0,8.606741522029257,Si
66.50796641257463,76.41123058189821,84.7761534350319,1,6.449849424723137,ninguna,0,16.174879608740092,No
80.32583313775474,74.45002021016307,91.51841571980356,1,17.45857164928105,ninguna,1,24.25058215455808,No
84.29560864115204,93.92575524385677,89.62912779493114,1,10.869385461062537,ninguna,2,18.179021689596226,No
63.876834341063,86.5711853650854,78.24960988580531,3,9.923939827725164,ninguna,0,50.66982681472611,Si
74.2856957272584,52.57112068999319,96.97494516564363,0,18.100561568423096,total,2,33.973524080853664,Si
40.0,54.1867024983744,85.86694571485535,2,12.540157735817033,parcial,0,27.399554532138126,Si
62.707348303988525,80.68364727103702,92.42995410939152,2,18.753822078157167,ninguna,0,27.881740740069063,No
71.96918218328207,71.0349352893125,100.0,0,3.0081142526251137,parcial,4,0.0,No
60.0266018164218,65.17242324069355,96.17520548774607,1,18.147727523212176,total,3,0.0,No
94.58893564717962,87.23441825991706,96.20129406331044,2,4.10156753653549,parcial,0,19.69420317358053,No
57.8383034644724,74.81189073133366,86.92679929849473,0,1.474431414476955,parcial,0,33.47545465696999,No
69.7194661596362,72.78686080334165,92.9393512091051,2,0.7991194358031859,ninguna,0,12.294834338861184,No
76.5688869274331,83.69742961132575,87.13596574564316,1,22.516682705966048,total,4,25.802790361857877,No
92.29527946879338,66.37336507584654,72.90675532221587,1,19.401183520505555,ninguna,2,31.149778930544052,Si
57.769654185846726,95.5277847820883,88.02743792505042,1,18.200211492070427,parcial,1,35.4482745854971,No
88.95796502585952,60.179285651504884,87.56360983738466,2,0.9261658472685796,,0,12.368708546714881,No
75.12279673223505,81.85393599513132,90.83729361521819,1,3.7211019189612973,ninguna,1,16.84121129476772,No
63.22189618742459,93.50749257989767,83.72003024786605,0,13.680388537057262,ninguna,2,14.399523052939763,No
80.54524169115925,51.3405676609185,77.3854444323615,3,13.239138326875,ninguna,4,9.32472972027124,Si
77.38871634688164,66.84997236221326,91.56506083175228,2,12.520786064145463,parcial,2,22.321241930567858,No
67.79739747409447,89.13311089328337,71.86727712747752,1,6.4846498827775925,total,0,3.223197636275586,No
75.83762501988022,89.35866821596538,99.5881913585647,2,9.36640888644502,ninguna,1,39.95830027148336,No
70.37623683765888,69.4275659941764,82.68581938795008,1,6.837954812824875,parcial,1,18.487817576401387,No
